"city","id","host_is_superhost","host_since","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","extra_people","minimum_nights","maximum_nights","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","cancellation_policy","reviews_per_month","gdp","text","word_count","sd","ave_sentiment","doc_id","ADJ","ADP","ADV","AUX","CCONJ","DET","INTJ","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","X"
"New York",28504977,FALSE,2014-09-12,2,TRUE,FALSE,"East Harlem",TRUE,"Apartment","Private room",2,1,1,0,"Real Bed",85,1,0,1,1125,TRUE,22,93,10,"flexible",0.4,65877818,"one bedroom with full size bed,  wifi and tv.   use of private balcony,  living room and kitchen.   located 5 minutes away from the subway and 20 minutes to midtown.   15 minute walk to central park.   large sweet dog in apartment so must love dogs.  guest will share the bathroom with me,  they can use the refrigerator,  kitchen,  living room and balcony.  yes i am a 5 minute walk from the subway.,cable tv ,wifi, air conditioning ,kitchen, pets live on this property ,dogs, buzzerwireless intercom ,heating,washer,dryer, smoke detector , carbon monoxide detector ,shampoo.",90,0.182761749262676,0.168319564923335,"doc925",7,9,2,4,4,6,1,44,5,0,5,0,25,0,1,6,0
"New York",14261536,FALSE,2016-12-06,1,TRUE,TRUE,"Morningside Heights",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",120,2,20,2,15,TRUE,11,100,10,"moderate",0.56,65877818,"private room in a convenient apartment with elevator near columbia university and morningside park.  it is conveniently located 6 minutes away by walk from subway 1 train and 15 minutes to times square 10 minutes away by walk to enjoy express a  d train 1 stop to columbus circle.   complimentary wifi,  apple tv with 50 inches sony tv,  saeco coffee machine.  extremely safe neighborhood with 24hrs doorman.,tv,wifi, air conditioning ,kitchen,doorman,elevator,heating, familykid friendly ,washer,dryer, smoke detector ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity50 , self checkin , building staff , private entrance , hot water , bed linens , extra pillows and blankets , ethernet connection .",104,0.0749005828904086,0.263476639155337,"doc926",12,9,5,2,3,2,0,57,7,2,2,3,31,0,0,4,1
"New York",13329470,FALSE,2014-05-27,1,TRUE,TRUE,"Hell's Kitchen",TRUE,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",100,1,0,13,31,TRUE,6,100,10,"strict_14_with_grace_period",0.27,65877818,"prewar 1 bedroom 1 bathroom apartment located just one block from central park.  hardwood floors with two double deep large finished closets with shelving creates absolutely tons of storage and clothing space!  the building features two elevators along with a intercom system,  a laundry room,  and a night time doorman 7 days a week from 11pm  7am.  this incredible location is centrally located to everything the city has to offer including central park,  the time warner building and whole foods.,wifi, air conditioning ,kitchen, pets allowed ,elevator,heating,washer,dryer,essentials,shampoo, lock on bedroom door ,hangers, laptop friendly workspace .",97,0.183859601213948,0.0554277674884217,"doc927",9,8,4,1,3,8,0,50,8,1,1,0,20,0,0,9,0
"New York",12492962,FALSE,2015-12-24,1,TRUE,TRUE,"East Harlem",FALSE,"Apartment","Private room",2,1,1,1,"Real Bed",89,1,10,1,31,TRUE,98,96,10,"strict_14_with_grace_period",4.91,65877818,"hey,  im offering a large private bedroom with own bathroom in modern 2br2bh apartment located in east harlem lexington ave  106th street, 3 blocks away from central park,  5 min walk to a subway station 103rd street6 train a few stops to times square.  room has a lock on it to provide you with more privacy if needed. furnished with an orthopedic queen mattress,  dresser and a spacious closet. kitchen is equipped with a coffee maker,  blender,  etc.  living room has 46 smart tv.  3rd floor walk up kitchen and appliance use is permitted,  just rinse and stack your dishes.  please do recycling your garbage.  turn off the lights and ac when you are leaving apartment.,internet,wifi, air conditioning , free street parking , buzzerwireless intercom ,heating, familykid friendly , smoke detector , carbon monoxide detector ,essentials,shampoo, lock on bedroom door , 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity49 , translation missing en.hostingamenity50 , self checkin ,lockbox, hot water , private bathroom , bed linens , extra pillows and blankets ,microwave, coffee maker ,refrigerator.",171,0.100920432008715,0.106518339361332,"doc928",23,15,4,6,5,8,2,78,8,1,7,0,41,2,0,17,2
"New York",14480022,TRUE,2011-06-09,3,TRUE,TRUE,"West Village",TRUE,"Townhouse","Private room",14,5,6,7,"Real Bed",950,8,100,3,1125,TRUE,22,100,10,"moderate",1.17,65877818,"private carriage house,  quiet and hidden off christopher street in the center of new yorks west village.  up to 6 bedrooms and additional sofas sleeps up to 14 people.  several bedrooms have en suite baths.  inquire w host for availability.  your very own private carriage house with courtyard,  hidden in the heart of the village.  quiet.  oh,  so quiet.  6 bedrooms,  3 with en suite bathrooms,  2 kitchens and an expansive living area,  high ceilings,  recessed lights,  newly installed oak floors and lots of unique architectural details like skylights,  a vaulted wall of windows,  a spanish tiled woodburning fireplace with a reclaimed nyc wood mantle and much more.   the master kitchen has a large breakfast bar with white quartz countertops,  stainless steel frenchdoor fridge and stainless dishwasher.  the carriage house overlooks your private courtyard.  most bedrooms have ensuite bathrooms,  making it easy and convenient to get ready for your journeying around manhattan and new york city.  the home a la,tv, cable tv ,wifi, air conditioning ,kitchen, paid parking off premises , pets allowed , free street parking , indoor fireplace ,heating, familykid friendly , suitable for events ,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , self checkin ,keypad, private entrance , hot water , bed linens , extra pillows and blankets , ethernet connection , coffee maker ,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, bbq grill , patio or balcony , garden or backyard , luggage dropoff allowed , long term stays allowed .",243,0.263924797539849,0.270753196422199,"doc929",35,21,7,1,13,13,1,123,6,1,5,0,68,0,0,21,0
"Queens",28848514,FALSE,2017-09-13,2,TRUE,FALSE,"Astoria",TRUE,"Apartment","Private room",3,1,1,3,"Real Bed",70,1,30,2,20,TRUE,3,93,10,"flexible",0.63,25466516,"clean,  decorated,  smells good and you are going to feel a good energy when you walk inside! im a social person and love to help out my guests with nice restaurants suggestions,  how to get around the city or any other questions they have! im always available to help! kitchen is okay to use but please clean everything after you use! im 420 friendly,  but no parties or drinking in the room please! my neighborhood its very nice if you are looking for a busy area in nyc.  you will find lots of good food around and 24 hours.  pharmacy,  supermarket,  restaurants from greece,  egypt,  brazil,  italy,  croatia,  marrocos,  dubai and much more! very safe with a police station 2 blocks away.  2 diferents subway staions n,  w,  m and r trains.  bus line that goes to la gardia airport or cross the bridge to manhatan harlem  you can be in manhatan,  queens,  harlem and brooklyn very easy.  if you want to rent both spaces i will not be in the house and you can have the living room with a queen bed as well ju,tv,wifi, air conditioning ,kitchen,heating,essentials,hangers, hair dryer ,iron, laptop friendly workspace , hot water , bed linens , extra pillows and blankets , ethernet connection ,microwave,refrigerator, luggage dropoff allowed , long term stays allowed , host greets you .",218,0.370485807810708,0.277404910270024,"doc930",19,13,14,13,14,13,2,69,4,9,20,1,46,3,1,28,2
"New York",16743744,FALSE,2016-02-18,1,TRUE,FALSE,"East Harlem",TRUE,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",127,1,0,2,5,TRUE,3,90,10,"moderate",0.21,65877818,"two bedroom apartment close to the subway and central park.  washerdryer,  dishwasher,  and fireplace in unit.  kitchen has granite counter tops and stainless steel appliances.  there are 2 bedrooms both with beds.  there is also a couch that makes out into a bed in the living room.  one of the bedrooms has a tv and there is also a tv in the living room.  no elevator in building.,tv,wifi, air conditioning ,kitchen, indoor fireplace ,heating, familykid friendly ,washer,dryer, smoke detector , fire extinguisher ,essentials,hangers.",85,0.199834010133622,0.103290167619728,"doc931",6,8,3,1,5,9,0,39,3,0,5,0,21,0,0,6,1
"New York",1828927,TRUE,2013-10-13,1,TRUE,TRUE,"Upper West Side",TRUE,"Townhouse","Entire home/apt",2,1,1,1,"Real Bed",175,2,30,3,365,TRUE,240,95,10,"strict_14_with_grace_period",3.88,65877818,"our charming private studio  is part our residence on ground floor,  it is for true town house city living  it  fits two conveniently located on tree lined quiet street,  few blocks from central park. enjoy a comfortable private stay in fabulous nycs upper west side with access to major subway lines! ground floor private studio  with large window to street has full bath with tubshower,  approximately 12 feet x 30 feet, queen sized bed with an optional additional folding bed for additional third person or child to be opened at night only.  non smoking room.  no pets.  there is thru wall air conditioner.  special requests considered.  spanish and a little french spoken  subways 2 blocks away on 77th street and cpw and also broadway and 79th street there are supermarkets,  many restaurants,  drugstore and banks .    i live here and i am available if there are any problems  subways 2 blocks away on 77th street and cpw and also broadway and 79th street there are supermarkets,  many restaurants,  drugs,tv,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating,essentials,shampoo,hangers, hair dryer ,iron, private entrance , babysitter recommendations , host greets you .",185,0.229960303249865,0.263952876872463,"doc932",31,16,11,4,10,7,1,71,5,2,11,0,31,1,1,17,1
"New York",34007099,FALSE,2014-05-07,1,TRUE,TRUE,"Manhattan",TRUE,"Apartment","Entire home/apt",2,2,1,1,"Real Bed",274,1,0,4,1125,TRUE,4,100,10,"moderate",0.22,65877818,"open,  airy,  lightfilled,  modern,  hip loft in the center of noho.  24hour doorman building.  newly renovated and featured in design blogs.  open loft floorplan with open kitchen,  working fireplace,  loft bedroom with king bed,  two bathrooms upstairs and downstairs.  top floor of the building so lots of light and beautiful views.  laundry accessible on the floor and common roof access.  tv with apple tv netflix,  amazon,  hulu,  hbo,  showtime.  center of noho.  great central downtown location.  just a few blocks from soho,  east village,  greenwich village,  and union square.  great restaurants,  bars,  fitness studios soulcycle is in the building!.  several subway stations that easily access anywhere in the city less than 4 blocks from r,  w,  6,  b,  d,  f,  m trains.,tv, cable tv ,wifi, air conditioning ,kitchen,elevator, indoor fireplace ,heating,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , private living room ,bathtub, hot water , bed linens , extra pillows and blankets ,microwave,refrigerator,dishwasher, dishes and silverware , cooking basics ,oven,stove, long term stays allowed .",173,0.169219858907232,0.175624924128751,"doc933",25,16,8,1,7,7,0,98,4,0,1,1,64,0,0,6,0
"New York",23081512,FALSE,2018-09-12,1,TRUE,FALSE,"Midtown",TRUE,"Boutique hotel","Private room",5,2,1,2,"Real Bed",375,1,0,1,4,TRUE,1,100,10,"strict_14_with_grace_period",0.65,65877818,"thanksgiving in new york city.    spend an extended 4 day weekend in new york at thanksgiving.  less than one block to the thanksgiving day parade route on 7th avenue.  this luxurious,  600 sq.  ft.  onebedroom,  two bathroom suite comfortably sleeps 4.   a rollaway can be added for an additional person.    individual nights will be considered at 375 per night.   check in wed.  112118 check out sun.  112518 located in the heart of manhattan at 200 west 56th street between broadway and seventh avenue in one of new york citys most desirable locations.  the manhattan club resort neighbors upon major new york attractions with the following all within walking distance,  central park,  carnegie hall,  rockefeller center,  radio city music hall,  lincoln center,  st.  patricks catherdral,  nbc studios,  saks 5th ave,  the museum of modern art,  the broadway theater district and the worlds most desired shopping areas,  madison avenue and fifth avenue.  here,  an extensive array of fine restaurants including tho,tv,wifi, air conditioning ,gym,breakfast,elevator,heating, smoke detector , carbon monoxide detector ,essentials, lock on bedroom door ,hangers,iron, laptop friendly workspace , private living room , private entrance .",180,0.295513510551071,0.410258978845406,"doc934",23,23,6,4,3,12,0,93,10,0,0,0,42,0,0,13,0
"New York",28734522,FALSE,2017-04-08,2,TRUE,FALSE,"Midtown",TRUE,"Apartment","Private room",2,1,0,1,"Real Bed",200,1,0,1,1125,TRUE,52,92,9,"flexible",5.11,65877818,"the apartment is very well located in the center of the city,  so close to. . .  times square,  central park,  rockefeller center . . . . . .   the location is perfect and the apartment is cozy,  modern,  practical,  clean,  the combination perfect for an unforgettable stay in the great city of new york,tv,wifi, air conditioning ,kitchen, smoking allowed , pets allowed ,elevator, free street parking ,heating,washer,dryer, smoke detector , carbon monoxide detector , safety card , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer , laptop friendly workspace , self checkin , building staff , hot water , paid parking on premises .",94,0.324624095294756,0.351528600755695,"doc935",15,8,3,3,1,8,0,52,0,0,0,0,42,0,0,4,0
"New York",4059415,FALSE,2012-08-22,1,TRUE,TRUE,"Nolita",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,0,4,30,TRUE,7,94,10,"strict_14_with_grace_period",0.16,65877818,"located in the trendy neighborhood of nolitasoho! near restaurants cafe gitane,  la esquina,   balthazar.  great area for shopping around broadway.  near the n, r, q, 6, b, d, fm subway which makes getting anywhere in manhattan easy! private rooftop access.  the apartment is near elizabeth garden offering quite nights.  it has exposed brick and a lot of day light.  amenities such as a washer and dryer along with dish washer,  cable,  sonos and wifi makes it a unique space.  stay and enjoy the beautiful neighborhood and find out what makes it so special anytime of year! rooftop,  wifi,  washer  dryer,  wine fridge,  cable and sonos sound system.  close to the 6,  bdfm,   nrq subway lines.,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating,washer,dryer, smoke detector .",128,0.217489026589451,0.157539203250978,"doc936",16,15,2,3,7,10,0,54,2,0,8,2,38,0,0,10,0
"New York",19401884,FALSE,2018-03-21,1,TRUE,FALSE,"Hell's Kitchen",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",140,1,0,3,120,TRUE,43,92,9,"strict_14_with_grace_period",4.71,65877818," new listing  new listing  lovely 1 bdr times sq theater district lovely 1 br apt in the theater district times sqaure area this is a fantastic one bedroom, with  one large living room and one bedroom apartment with an american kitchen and all amenities included.  the location is one of the best in new york city in theater district midtown west   a few steps to times square,  broadway theaters,  the restaurant row and a few minutes to central park,  rockefeller center and fashion ave.  enjoy a private bedroom with a double size bed,  and free internet wifi.  the living room  facing back yard ,  it is quiet ,  ,  no view of street has as  smart tv , a comfortable pull out sofa that converts to comfy full size bed and also has tdining table with 4  chairs.  the bathroom features a shower  ath tub ,  hair dryer,  and fresh towels for your convenience.  the american style kitchen is fully equipped with a large refrigerator,  stove,  toaster,  microwave,  coffee maker,  electric kettle coffee,tv, cable tv ,wifi, air conditioning ,kitchen, paid parking off premises ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , hot water , bed linens , extra pillows and blankets , ethernet connection ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove, luggage dropoff allowed , long term stays allowed , host greets you .",227,0.225249557289827,0.361982535402087,"doc937",34,16,7,4,9,18,0,114,6,1,4,0,53,1,0,15,1
"New York",20361228,FALSE,2018-05-20,1,TRUE,FALSE,"Hell's Kitchen",FALSE,"Apartment","Entire home/apt",2,0,0,1,"Real Bed",130,1,0,1,30,TRUE,10,91,9,"strict_14_with_grace_period",1.29,65877818,"cozy private studio with a shared bathroom  2 baths on each the floor.  please note there is no kitchen or stove.  best location you can imagine! steps away from times square,  broadway,  theater district,  rockefeller center,  about 10 minutes walk to central park and lincoln center.  subway station is literally around the corner which allows you to get anywhere in nyc.  it will take you about 10 minutes to get to wall street financial district and world trade center 911 memorial.  book now! i am instantly available to guests for anything from problems to restaurant recommendations.  fell free to call or message anytime! heart of midtown.  right in the middle of everything.  this apartment is within walking distance to rockefeller center,  times square,  broadway shows,  radio city hall,  st.  patrick cathedral,  moma,  metropolitan opera and luxury boutiques on 5th avenue.  the only commute you might have is the financial district to visit wall street,  statue of liberty and 911 memorial which will,tv,wifi, air conditioning ,breakfast,heating,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, hot water , long term stays allowed , cleaning before checkout , wide doorway , welllit path to entrance .",188,0.163064764571882,0.208489400576429,"doc938",20,22,9,8,6,9,1,80,5,4,11,0,41,0,0,17,0
"New York",5698161,FALSE,2013-02-04,1,TRUE,TRUE,"Hamilton Heights",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",35,1,0,5,1125,TRUE,2,100,10,"flexible",0.05,65877818,"after you explore the exciting and hectic nyc midtown,  you can take a 15 minute subway ride back to my calm apartment in sugar hill,  harlem.  you will rest easily in my spacious and comfortably furnished room.  your room is very spacious and comfortable.  the room is decorated with an assortment of posters and artwork,  which make it feel very lived in.  feel free to plug in your mp3 player into my speakers and listen to some music.  sit down in the armchair,  and read a book or simply look out of the large window.   if you have work to do,  you can sit at my large desk.  if you enjoy working with dual monitors,  you can plug in the hdmi cable from my monitor into your computer.  feel free to use the kitchen table or relax on the couches.  you also have full access to the kitchen appliances stove,  oven,  refrigerator,  microwave,  coffee maker,  dishwasher,  pots  pans,  plates,  and cutlery.  you also have access to one of the bathrooms.  the bathroom features a shower and bathtub.  i will be away on a t,wifi,kitchen, buzzerwireless intercom ,heating, smoke detector , first aid kit , safety card ,essentials, laptop friendly workspace .",199,0.215938700708557,0.255232477309599,"doc939",15,22,11,8,10,16,0,64,2,3,20,0,35,3,0,25,0
"New York",21240021,FALSE,2015-06-05,1,TRUE,TRUE,"East Village",FALSE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",180,1,0,30,31,TRUE,38,93,10,"flexible",6.16,65877818,"welcome to the east village,  known for its happening nightlife.  oldschool bars,  music venues and performance spaces share the streets with posh cocktail lounges,  hip restaurants,  casual cafes and vintage shops.  also close to st.  marks place.  easy to commute.  this 1 bedroom apartment with exposed brick wall offer all the comfort needed for a couple visiting.  queen size bed,  bedding,  towels and tableware.  pack light and enjoy your stay! i will welcome the guess and be available if any needs came up during the trip.  closest subway line the l train at 1 avenue  14th street  l,  n, q,  r,  w,  4,  5,  6 at union square,internet,wifi, air conditioning ,kitchen,heating, smoke detector ,essentials,shampoo,hangers,iron, laptop friendly workspace , hot water , bed linens , extra pillows and blankets , coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove, long term stays allowed , host greets you , paid parking on premises .",147,0.158727716385662,0.232165306763615,"doc940",14,10,2,2,7,10,0,79,5,3,5,0,46,1,0,15,0
"New York",12485424,FALSE,2014-05-28,1,TRUE,TRUE,"Alphabet City",TRUE,"Apartment","Private room",2,1,1,1,"Real Bed",70,1,0,2,1125,TRUE,9,96,9,"strict_14_with_grace_period",0.37,65877818,"this apartment rocks! you will have a bedroom to yourself in a two bedroom place! the apartment is central and that nyc vibe that we all come here to feel.  its a great spot because of and including,  the location,  the ambiance,  the neighborhood and the access you have to all the sites and experiences nyc has to offer! its cosy,  comfortable and has all amenities needed for a traveller! my place is good for solo adventurers and business travelers.  my place is unique because of its location in the east village,  its renovated inside so its clean and fresh but also have a nyc vibe being in the lower east sideles,  there is a great rooftop that you can look out on,  the bedroom will be empty of all my belongings  so feel free to spread out! ill keep all the furniture in there though for your use and provide towels,  hangers,  pillows,  quilts etc! youll have access to the whole apartment,  with the exception of my one housemates bedroom.  the apartment is a winged apartment,  so there is,wifi, air conditioning ,kitchen,heating, smoke detector , carbon monoxide detector , first aid kit , safety card ,essentials,shampoo, lock on bedroom door , 24hour checkin ,hangers,iron, laptop friendly workspace , translation missing en.hostingamenity49 .",212,0.155690805914736,0.198321042115826,"doc941",19,19,9,13,9,27,0,67,4,4,20,0,38,0,0,22,1
"New York",20015887,FALSE,2014-10-26,1,TRUE,TRUE,"Midtown East",FALSE,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",279,4,45,4,10,TRUE,1,60,8,"flexible",0.25,65877818,"beautiful apartment nestled between midtown east and the upper east side.  15 min walk from central park,  times square,  grand central and many of the citys top restaurants and attractions.  the apartment has two beds  one queen and one double.  we also have a futon that is comfortable for one additional person.  limited but available to answer any questions central park  bryant park  museum of modern art moma  times square  grand central,wifi, air conditioning ,kitchen, paid parking off premises ,heating, smoke detector ,essentials,shampoo,hangers, hair dryer , laptop friendly workspace , private living room , hot water , bed linens , extra pillows and blankets ,refrigerator, dishes and silverware , cooking basics ,oven,stove, luggage dropoff allowed ,other.",113,0.238536105026248,0.319388085844094,"doc942",21,6,2,1,7,5,0,55,5,1,2,0,29,0,0,9,0
"New York",10831689,FALSE,2015-04-06,1,TRUE,TRUE,"Upper East Side",TRUE,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,50,2,3,TRUE,3,90,10,"moderate",0.1,65877818,"cute,  quaint and quiet apartment in the midst of the city.   convenient to hospitals,  restaurants and transportation for shopping,  museums,  parks and fun around the city.  the apartment is classy,  quiet and stylish.   a great respite from the busy city.  guests have access to the apartment.  hand off keys and trust you will leave them behind with a clean use of the place.  lenox hill is a great neighborhood with shopping,  restaurants,  access to central park,  hospitals and the rest of the city easily by train,  bus or cab.  it is blocks from the 456 subway line and buses running downtown.   cabs are easy to flag a block away.   la guardia is a 20 min cab ride.  this is a little sanctuary from the city.,tv, air conditioning ,kitchen, pets live on this property ,elevator,heating, familykid friendly ,washer,dryer, smoke detector ,essentials,hangers, hair dryer ,iron, hot water , bed linens , host greets you .",152,0.258681439108135,0.244495020828177,"doc943",18,17,3,6,8,18,0,66,2,1,5,0,36,0,0,9,1
"Bronx",17314627,FALSE,2017-01-17,1,TRUE,FALSE,"Van Nest",TRUE,"Apartment","Entire home/apt",10,1,3,5,"Real Bed",120,6,25,3,28,TRUE,7,97,10,"moderate",2.96,15549988,"a spacious 1, 370 sq ft 3 bedroom,  1 bath.   fully furnished and large appliances.  private entry with full access to entire apartment minutes walk to trains,  buses,  shopping,  restaurants,  gardens,  zoos and parks the building 3 family house with 24hour video surveillance for security quiet,  spacious 2 floor walk up with carpeted stairs hallways have plenty of natural light apartment amenities hardwood floors in the entire house highspeed wifi insulated rooms with acheating the bedrooms room 1 1 queensized bed,  1 single bed with tall dresser room 2 1 queensized bed,  large closet,  clothing sections with plenty of storage    space room 3 1 single bed,  mirror dresser and small bed size table airconditioning in room 2  heating in all rooms.   the kitchen quaint styled eatin kitchen with breakfast table microwave keurig coffee maker waffle maker  4 sliced bagel toaster large refrigerator with top freezer  gas  electric stove with oven the lounge room  family roo,tv,wifi, air conditioning ,kitchen, free street parking ,heating,essentials,shampoo,hangers,iron, laptop friendly workspace , self checkin ,keypad, private entrance ,bathtub, hot water , bed linens ,microwave, coffee maker ,refrigerator, dishes and silverware , cooking basics ,oven,stove.",177,0.111328520948816,0.272583822989566,"doc944",23,17,2,0,4,7,0,110,16,0,1,0,40,1,0,12,0
"New York",30594999,FALSE,2015-03-23,1,TRUE,TRUE,"Manhattan",FALSE,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,0,2,1125,TRUE,12,97,10,"strict_14_with_grace_period",0.33,65877818,"my one flight walk up studio is located in the most convenient,  quiet,  friendly neighborhood .  located close to the l train if you want to explore williamsburg, near union square the hub of all transportation and shopping along 5th avenue.,tv, cable tv ,internet,wifi, air conditioning ,kitchen, buzzerwireless intercom ,heating, familykid friendly , smoke detector , carbon monoxide detector ,essentials,hangers, laptop friendly workspace , translation missing en.hostingamenity50 , hot water ,other.",70,0.431179074598851,0.325115643428485,"doc945",10,5,4,1,1,4,0,30,2,1,2,0,22,1,0,8,0
"Queens",854677,TRUE,2012-08-12,2,TRUE,FALSE,"Astoria",TRUE,"Apartment","Private room",1,1,1,1,"Real Bed",61,1,0,4,90,TRUE,104,92,9,"moderate",1.35,25466516,"i respond to your inquiry immediately  you have a quiet,  sunny,  private room with flat tv and queen size bed! you can lock your door for privacy! the apartment is 2 short blocks to steinway station! amazing location  about the apartment   beautiful,  sunny and very clean bedroom available in cozy 3 bedroom apartment in the best location in astoria.  currently renting 2 rooms for guests.    the room is fully furnished with queen size bed,  2 big windows with street view,  flat tv,  ac in the summertime,  dresser,  drawer,  desk,  highspeed internet.  clean sheets,  pillow cover,  duvet cover,  towels are there when you arrive.  your door is able to lock from outside when you leave.  your stuff is always safe.  i never open your door without asking your permission.   the kitchen is furnished with dining table,  designers white chairs,  new,tv,internet,wifi, air conditioning ,kitchen, free street parking , buzzerwireless intercom ,heating, smoke detector , first aid kit ,essentials, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace , hot water ,microwave, coffee maker ,refrigerator, dishes and silverware ,stove, long term stays allowed , host greets you .",181,0.503284971983768,0.311553800757288,"doc946",24,14,11,7,3,7,0,80,5,2,13,0,50,1,0,18,0
"Queens",34797960,FALSE,2018-02-27,11,TRUE,FALSE,"Queens",TRUE,"House","Shared room",3,1,1,3,"Real Bed",30,1,30,3,1125,TRUE,2,90,9,"flexible",2,25466516,"located in sunnyside,  queens,  five minute walk to the 7 train and 15 minutes to bryant park,  grand central station and times square great neighborhood that is safe for walking at all hours of the night,  the neighborhood includes a lot of restaurants,  pubs,  shopping and international food markets.  my space offers a cozy atmosphere with people from all over the globe.  everyone is friendly and communal.  a backyard garden is available for relaxing,  chatting and hanging out.  highspeed internet,  airport transfer cheapest,  unlimited international house phone calling,  selfcheckin with keypad if i am not home,  feel free to text anytime with questions,  concerns or ideas about sightseeing and living sunnyside is the most diverse neighborhood of queens,  it is rated the 1 place to live in nyc! the 7 train runs through the neighborhood as well as many buses,  easy transport to manhattan guest can not use mailbox or receive mail at this address.  if a guest needs to use mailbox,  then permission i,wifi,kitchen, free parking on premises ,heating,washer,dryer, smoke detector , carbon monoxide detector , first aid kit , fire extinguisher ,essentials,shampoo, lock on bedroom door ,hangers, hair dryer ,iron, laptop friendly workspace .",193,0.0921796987732765,0.306745031836322,"doc947",21,19,6,8,8,14,0,78,5,6,6,0,38,5,0,21,0
"New York",10634550,TRUE,2010-12-21,2,TRUE,FALSE,"Harlem",TRUE,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",206,2,15,4,29,TRUE,103,99,10,"strict_14_with_grace_period",3.59,65877818,"12 mins to times square,  2 blocks to subway,  8 blocks from central park,  located on a gorgeous treelined historic street in soha south harlem this boutique 1 bedroom apt is the perfect place to stay whether visiting nyc for business or pleasure.  this beautiful selfcontained apt is on the entire 3rd floor walk up of our renovated private landmarked historic brownstone.   we own the brownstone and live on the floors directly beneath so were always on hand for anything you may need.  beautifully furnished 1 bedroom apt featuring hardwood floors,  abundant natural light with a personal nest thermostat for central heat,  central ventilation and central air conditioning,  so your comfort is under your control.  located in a renovated private landmarked brownstone on one of the most beautiful brownstone blocks in nyc.  close to awesome restaurants,  bars,  stores,  and nyc tourist sites  plus great public transportation.  living room queen size pull out sleeper sofa bed with a gel memory ma,tv, cable tv ,internet,wifi, air conditioning ,kitchen, free parking on premises , free street parking , buzzerwireless intercom ,heating, familykid friendly , smoke detector , carbon monoxide detector , first aid kit , safety card , fire extinguisher ,essentials,shampoo, 24hour checkin ,hangers, hair dryer ,iron, laptop friendly workspace , translation missing en.hostingamenity50 , hot water , luggage dropoff allowed ,other.",208,0.200100282038497,0.27565145408277,"doc948",33,24,8,5,5,11,0,91,9,1,6,0,42,2,0,17,0
"New York",15800899,TRUE,2014-12-20,1,FALSE,FALSE,"Flatiron District",TRUE,"Loft","Entire home/apt",4,2,2,3,"Real Bed",495,4,50,1,4,TRUE,29,99,10,"flexible",1.76,65877818,"flat iron 2 bedroom 2 bathrooms wd great location,tv,wifi, air conditioning ,kitchen, paid parking off premises , pets allowed ,elevator,heating, familykid friendly ,washer,dryer, smoke detector , carbon monoxide detector ,essentials,shampoo,hangers, hair dryer ,iron, laptop friendly workspace , hot water , luggage dropoff allowed , host greets you .",46,0,0.265395521078815,"doc949",6,1,1,0,0,0,0,32,2,0,2,0,23,0,0,4,0
